username,review,rating,sentiment
brawlmedia,"I would have given this movie a 3 star ratings but since most reviews here are fake, i will give 1. If there was an option for zero, i would have given that.Coming to the movie, the protagonist arrests a protester by fighting 1000 people. This is done to show power of protagonist. Other protagonist can control animals.After 2 weeks and barely getting food, how can one suddenly do exercise and be so strong?If one does exercise without eating food, he wil develop muscle wasting and ketone bodies will be formed. I don't know how a person maintains same muscle after not eating for 2 weeks. If they have any tricks, i want to know it.The most depressing part is villains are portrayed as complete villains. There is no perspective from their side. This is like a 19th century movie where whatever protagonist does is right, and villains are always wrong.If 2 people can destroy a entire British battalion and can defeat 1000 protesters, then why didn't we get independence in 1912. Maybe the movie has a 2nd part where they give independence to us.Also this movie is categorised under historical drama, then why does protagonists have strength higher than most superheroes.I don't know why they have to ruin our image by sending bad movies worldwide, please if you have any vested interest, do in local market, don't insult us by sending such illogical movies.",1/10,negative
bhanushankar-37125,"I (along with my wife) almost travelled more than 100 Kilometers in USA to find the best theater with Superscreen DLX which had recliner seating lounge and Dolby Atmos surround sound system. I have to say that I got complete satisfaction for the money I spent. Both NTR and Ram Charan did amazing performance and gave their best. All the other actors did their roles perfectly. I have to say that I never even moved my stance throughout the movie. Such was the excitement.I am not sure why there are some people criticizing the roles in this movie. Remember, sometimes you cannot put everything in to the movie. So, if anyone is reading this review, I would request you to go the nearest theatre and watch the movie with all your family. Enjoy the movie.",10/10,positive
sudha-50209,"Its one of the my top favourite film, enjoyed.Highly recommended 👌
SSR has done great job by using these two powerful heroes and well balanced. Worth to watch it on big screen, don't miss it.",10/10,positive
storm_breaker,"SS Rajamouli has created a cinematic masterpiece this time. Wholesome, marvellous, heart pumping, overwhelming- I don't know which adjective can capture the emotions I felt while watching the film and afterwards. Thank you to the entire crew for giving me a once in a lifetime experience.It's a fictitious story based on the backdrop of Indian independence struggle. The movie has a running time of close to 3 hours. However there is not a single moment that takes your focus away from the screen. What a well written screenplay. Regarding technical aspects, SSR, at this point is challenging himself proving again why he is one of the greatest present day film directors. The background score by Keeravani deserves all the awards exist in that category.",10/10,positive
anuragmajumdar-77667,Really a masterpiece from Raja mouli sir🔥🔥🔥.... And NTR JR and Ramacharan are just 🔥🔥 In that film...... I say that if you don't watch this film on cinema hall you will regret for this.... Just awesome..🔥🔥🔥🔥🔥,10/10,positive
lokeshkrishna-35698,"Words are not enough to tell about the vision and direction of Rajamouli, movie by movie he is making very good stories and reaching to the top in the industry .. Just go experiance the movie in theatre's, it's one time experience !roller coaster emotions will appear inside ..",10/10,positive
vishnureddy-81731,"Movie was phenominal, Absolutely top notch cinematography with perfect direction. It's absolutely gem of a movie ,it should be india's biggest blockbuster i hope.",10/10,positive
pravinc-78509,"With a very weak story, the director has tried to make it extraordinary, adding usual action n emotions.some scenes appear irrelevant. Nothing worth except the best acting of both NTR n Ramcharan.",3/10,positive
omkattel,If you missed this movie. Your will be incomplete. Just no words.go and watched know.what a concept what a acting what a sound what a emotion. What a vision salute to ss rajamoli sir for his extraordinary vision and concept. Ss rajamoli sir create a history again. Ntr and ram was extraordinary. The real meaning of friendship is showing there.,10/10,positive
haveurbrands,"The movie is going to be another blockbuster, a total paisa wasool movie. Its larger than life movie, presented in a best manner. The pure vision of the maker and treatment to each element is extra ordinary.Pros:
1. Great Action scene
2. Beautiful story telling and narration
3. Great VFX level of hollywood
4. Watch out for some extra ordinary scene like when Bheem goes to the British residence with a truck full of Animals, Rama Avtar scene, When bheem helps Rama escape and many more
5. Great acting by both the lead actor but also from the British characters.Cons
1. Motivation for the revolutionary step was not easy to digest
2. English dialog can be made in Narration mode in regional languages.3. Little too much projection of a power of a character like Rama fighting a group of thousand mobs aloneBut overall the movie is a treat to watch, it will not disappoint anyone. Its a sure short block buster movie. 5 Star.",10/10,positive
MSusimetsa,"I cannot remember the last time I laughed as much as I did while watching this movie. From the very first scenes, you get drawn into the ridiculous, overt displays of testosterone that make fun of every cliche you've ever seen in action movies - slow-motion roars of agony or rage, wrestling matches with lions, motorcycles used as melee weapons... But you also get heart-felt stories of kidnapped village girls and rebellion against foreign government, a big dance-off scene and musical numbers. This movie has it all! The running time is certainly long and you may have to take a break simply to recover your ability to laugh, but it is enjoyable throughout.",8/10,positive
varunsurabhi,#Awesome #well executed #top notch.Movie is full of Goosebumps and actors have performed very well..super story...high class bgm.Golden days are back!!!!,10/10,neutral
mekalasujith,"The antique piece of tollywood,this film shows the greatness of legend rajamouli,the way he directed it was amazing. Bheem and raamaraju was amazing .this super film is going to rule the tollywood.....more than baahubali...super film....block buster.................................................................................................s.sjsisihshdisjahdbkzkenkzzjebjxjabdjjsndjzkwbdkzksndjzknsdbzkmdndjznsndnxjjxndncjdjsjskksks.",10/10,positive
